Article Title,Author Full Names,Source Title,Publication Year,DOI Link,Abstract,Design Discipline,Data About,Data Modality,AI methods,"AI Assistance Types (Lee and Kim, 2025)",Design Practice/Task,Notes,Questions ,processed_abstract,x,y
Plan-Based Derivation of General Functional Structures in Product Design,"Rosenthal, Philipp; Demke, Niels; Mantwill, Frank; Niggemann, Oliver","2024 IEEE 7TH INTERNATIONAL CONFERENCE ON INDUSTRIAL CYBER-PHYSICAL SYSTEMS, ICPS 2024",2024,http://dx.doi.org/10.1109/ICPS59941.2024.10640039,"In product design, a decomposition of the overall product function into a set of smaller, interacting functions is usually considered a crucial first step for any computer-supported design tool. Here, we propose a new approach for the decomposition of functions especially suited for later solutions based on Artificial Intelligence. The presented approach defines the decomposition problem in terms of a planning problem-a well established field in Artificial Intelligence. For the planning problem, logic-based solvers can be used to find solutions that compute a useful function structure for the design process. Well-known function libraries from engineering are used as atomic planning steps. The algorithms are evaluated using two different application examples to ensure the transferability of a general function decomposition.",Insudtrial Design/ Engineering design/ product design,product-based,"text, graph?","traditional ml, exploratory data analysis",design gneration,define,"The approach encodes Roth’s 30 functions as planning actions, models input/output flows as planning states, and applies a POP algorithm to automatically create functional decompositions. Validated with examples (coffee maker, ATM).",,decomposition overall function set small interact function consider crucial step computer support tool new decomposition function suit later solution base artificial intelligence define decomposition problem term planning problem establish field artificial intelligence planning problem logic base solver find solution compute useful function structure know function library engineering atomic planning step evaluate different example ensure transferability general function decomposition,-4.9381533,0.30951634
Machine learning for topology optimization: Physics-based learning through an independent training strategy,"V. Senhora, Fernando; Chi, Heng; Zhang, Yuyu; Mirabella, Lucia; Tang, Tsz Ling Elaine; Paulino, Glaucio H.",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2022,http://dx.doi.org/10.1016/j.cma.2022.115116,"The high computational cost of topology optimization has prevented its widespread use as a generative design tool. To reduce this computational cost, we propose an artificial intelligence approach to drastically accelerate topology optimization without sacrificing its accuracy. The resulting AI-driven topology optimization can fully capture the underlying physics of the problem. As a result, the machine learning model, which consists of a convolutional neural network with residual links, is able to generalize what it learned from the training set to solve a wide variety of problems with different geometries, boundary conditions, mesh sizes, volume fractions and filter radius. We train the machine learning model separately from the topology optimization, which allows us to achieve a considerable speedup (up to 30 times faster than traditional topology optimization). Through several design examples, we demonstrate that the proposed AI-driven topology optimization framework is effective, scalable and efficient. The speedup enabled by the framework makes topology optimization a more attractive tool for engineers in search of lighter and stronger structures, with the potential to revolutionize the engineering design process. Although this work focuses on compliance minimization problems, the proposed framework can be generalized to other objective functions, constraints and physics.(c) 2022 Published by Elsevier B.V.",Insudtrial Design/ Engineering design/ product design,product-based,time series,"deep models, traditional ml","prediction, decision making",develop,"The framework decouples ML training from topology optimization: a CNN-based surrogate learns offline from FEA-based topology solutions, enabling up to 30× acceleration without sacrificing accuracy. Demonstrated on varying geometries and conditions, showing strong generalization.",,high computational cost topology optimization prevent widespread use generative tool reduce computational cost artificial intelligence accelerate topology optimization sacrifice accuracy drive topology optimization capture underlie physics problem machine learning consist convolutional neural network residual link able generalize learn training set solve wide variety problem different geometry boundary condition mesh size volume fraction filter radius train machine learning topology optimization allow achieve considerable speedup time traditional topology optimization example demonstrate drive topology optimization effective scalable efficient speedup enable make topology optimization attractive tool engineer search light strong structure potential revolutionize engineering work focus compliance minimization problem generalize objective function constraint physics.(c publish elsevi,-4.7796855,0.9332789
Classifying design-level requirements using machine learning for a recommender of interaction design patterns,"Silva-Rodriguez, Viridiana; Edith Nava-Munoz, Sandra; Castro, Luis A.; Martinez-Perez, Francisco E.; Perez-Gonzalez, Hector G.; Torres-Reyes, Francisco",IET SOFTWARE,2020,http://dx.doi.org/10.1049/iet-sen.2019.0291,"Software Engineering is a discipline that encompasses processes associated with the development of interactive systems. The perceived quality of an interactive system is heavily influenced by the user interface design, which may result in many challenges. One such challenge is design-level requirements analysis. The success of the software system is mostly dependent on how well users' requirements have been understood and translated into appropriate functionalities. During the interactive system design process, it is common to find recurring problems in human-computer interactions, for which reusing solutions is highly feasible. Interaction design patterns seek to support designers in decision making during the design of interactive systems. Due to the design task tends to be subjective and prone to errors. This work aims at presenting and evaluating an interaction design patterns recommendation model based on design-level requirements classification, through the application of supervised machine learning algorithms. To compare the performance of four classification algorithms, a study was carried out, in which the linear support vector machine was the most suitable to this problem. The results of this work can be used for implementing frameworks that can better support designers' decision making when designing user interfaces.",UI/UX design,Human Behaviour,Image,Deep models in CV,Prediction,Evaluation of UI design (user response time-based),"The study tests ML's ability to evaluate UI designs within defined software boundaries. The model can rank accessible designs and evaluate the accessibility of new designs based on user response times to quiz interfaces.  (CNNs, VGG19, ResNet…)",,software engineering discipline encompass associate development interactive perceive quality interactive influence interface challenge challenge level requirement success software dependent requirement understand translate appropriate functionality interactive common find recur problem human computer interaction reuse solution feasible interaction pattern seek support designer decision making interactive task tend subjective prone error work aim evaluate interaction pattern recommendation base level requirement classification supervise machine learning compare classification carry linear support vector machine suitable problem work implement support designer decision making interface,-2.613186,0.51976985
User Experience Design Professionals' Perceptions of Generative Artificial Intelligence,"Li, Jie; Cao, Hancheng; Lin, Laura; Hou, Youyang; Zhu, Ruihao; El Ali, Abdallah","PROCEEDINGS OF THE 2024 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYTEMS, CHI 2024",2024,http://dx.doi.org/10.1145/3613904.3642114,"Among creative professionals, Generative Artificial Intelligence (GenAI) has sparked excitement over its capabilities and fear over unanticipated consequences. How does GenAI impact User Experience Design (UXD) practice, and are fears warranted? We interviewed 20 UX Designers, with diverse experience and across companies (startups to large enterprises). We probed them to characterize their practices, and sample their attitudes, concerns, and expectations. We found that experienced designers are confident in their originality, creativity, and empathic skills, and find GenAI's role as assistive. They emphasized the unique human factors of enjoyment and agency, where humans remain the arbiters of AI alignment. However, skill degradation, job replacement, and creativity exhaustion can adversely impact junior designers. We discuss implications for human-GenAI collaboration, specifically copyright and ownership, human creativity and agency, and AI literacy and access. Through the lens of responsible and participatory AI, we contribute a deeper understanding of GenAI fears and opportunities for UXD.",UI/UX design,Human Behaviour,Time series,Generative AI,Knowledge generation,Developing emotion recognition systems with better user interaction,The study presents CBB-GAN-SR model that integrates self-attention and residual neural networks for EEG-based emotion recognition. The model achieves 80.55% accuracy on arousal dimension in DEAP dataset.,,creative professional generative artificial intelligence spark excitement capability fear unanticipated consequence genai impact experience uxd practice fear warrant interview designer diverse experience company startup large enterprise probe characterize practice sample attitude concern expectation find experienced designer confident originality creativity empathic skill find role assistive emphasize unique human factor enjoyment agency human remain arbiter alignment skill degradation job replacement creativity exhaustion impact junior designer discuss implication human genai collaboration copyright ownership human creativity agency literacy access lens responsible participatory contribute deep understanding genai fear opportunity,-2.5088508,0.08849141
A Novel User Emotional Interaction Design Model Using Long and Short-Term Memory Networks and Deep Learning,"Chen, Xiang; Huang, Rubing; Li, Xin; Xiao, Lei; Zhou, Ming; Zhang, Linghao",FRONTIERS IN PSYCHOLOGY,2021,http://dx.doi.org/10.3389/fpsyg.2021.674853,"Emotional design is an important development trend of interaction design. Emotional design in products plays a key role in enhancing user experience and inducing user emotional resonance. In recent years, based on the user's emotional experience, the design concept of strengthening product emotional design has become a new direction for most designers to improve their design thinking. In the emotional interaction design, the machine needs to capture the user's key information in real time, recognize the user's emotional state, and use a variety of clues to finally determine the appropriate user model. Based on this background, this research uses a deep learning mechanism for more accurate and effective emotion recognition, thereby optimizing the design of the interactive system and improving the user experience. First of all, this research discusses how to use user characteristics such as speech, facial expression, video, heartbeat, etc., to make machines more accurately recognize human emotions. Through the analysis of various characteristics, the speech is selected as the experimental material. Second, a speech-based emotion recognition method is proposed. The mel-Frequency cepstral coefficient (MFCC) of the speech signal is used as the input of the improved long and short-term memory network (ILSTM). To ensure the integrity of the information and the accuracy of the output at the next moment, ILSTM makes peephole connections in the forget gate and input gate of LSTM, and adds the unit state as input data to the threshold layer. The emotional features obtained by ILSTM are input into the attention layer, and the self-attention mechanism is used to calculate the weight of each frame of speech signal. The speech features with higher weights are used to distinguish different emotions and complete the emotion recognition of the speech signal. Experiments on the EMO-DB and CASIA datasets verify the effectiveness of the model for emotion recognition. Finally, the feasibility of emotional interaction system design is discussed.",UI/UX design,Human Behaviour,Audio,Textual Deep models in NLP,Prediction,Evaluation of HCI system,The study proposes ILSTM (Improved LSTM) with self-attention for speech emotion recognition. Achieves 65.29% accuracy on Emo-DB and 74.17% on CASIA dataset for 7 emotion categories,,emotional important development trend interaction emotional play key role enhance experience induce emotional resonance recent year base emotional experience concept strengthen emotional new direction designer improve thinking emotional interaction machine need capture key information real time recognize emotional state use variety clue determine appropriate base background use deep learning mechanism accurate effective emotion recognition optimize interactive improve experience discuss use characteristic speech facial expression video heartbeat machine recognize human emotion characteristic speech select experimental material second speech base emotion recognition mel frequency cepstral coefficient mfcc speech signal input improved long short term memory network ilstm ensure integrity information accuracy output moment ilstm make peephole connection forget gate input gate add unit state input datum threshold layer emotional feature obtain ilstm input attention layer self attention mechanism calculate weight frame speech signal speech feature high weight distinguish different emotion complete emotion recognition speech signal emo dataset verify effectiveness emotion recognition feasibility emotional interaction discuss,-2.8013432,3.2217212
Exploring the Potential of Large Language Models in Radiological Imaging Systems: Improving User Interface Design and Functional Capabilities,"Zhang, Luyao; Shu, Jianhua; Hu, Jili; Li, Fangfang; He, Junjun; Wang, Peng; Shen, Yiqing",ELECTRONICS,2024,http://dx.doi.org/10.3390/electronics13112002,"Large language models (LLMs) have demonstrated remarkable capabilities in natural language processing tasks, including conversation, in-context learning, reasoning, and code generation. This paper explores the potential application of LLMs in radiological information systems (RIS) and assesses the impact of integrating LLMs on RIS development and human-computer interaction. We present ChatUI-RIS, a prototype chat-based user interface that leverages LLM capabilities to enhance RIS functionality and user experience. Through an exploratory study involving 26 medical students, we investigate the efficacy of natural language dialogue for learning and operating RIS. Our findings suggest that LLM integration via a chat interface can significantly improve operational efficiency, reduce learning time, and facilitate rapid expansion of RIS capabilities. By interacting with ChatUI-RIS using natural language instructions, medical students can access and retrieve radiology information in a conversational manner. The LLM-powered chat interface not only streamlines user interactions, but also enables more intuitive and efficient navigation of complex RIS functionalities. Furthermore, the natural language processing capabilities of LLMs can be harnessed to automatically generate code snippets and database queries, accelerating RIS development and customization. Preliminary observations indicate that integrating LLMs in RIS has the potential to revolutionize user interface design, enhance system capabilities, and ultimately improve the overall user experience for radiologists and medical professionals.",UI/UX design,Human Behaviour,Text,Large generative AI,Coodination,Converstional interface design,"The study presents ChatUI-RIS prototype that uses LLM as interface, controller, and executor. 26 medical students tested the system, showing reduced learning time and improved operational efficiency compared to traditional GUI.",,large language llm demonstrate remarkable capability natural language processing task include conversation context learning reasoning code generation explore potential llm radiological information assess impact integrate llm human computer interaction prototype chat base interface leverage llm capability enhance functionality experience exploratory involve medical student investigate efficacy natural language dialogue learn operating finding suggest llm integration chat interface improve operational efficiency reduce learning time facilitate rapid expansion capability interact ris natural language instruction medical student access retrieve radiology information conversational manner power chat interface streamline interaction enable intuitive efficient navigation complex functionality natural language processing capability llm harness generate code snippet database query accelerate development customization preliminary observation indicate integrate llm potential revolutionize interface enhance capability improve overall experience radiologist medical professional,-1.0867807,0.14410786
Combining a Universal OBD-II Module with Deep Learning to Develop an Eco-Driving Analysis System,"Yen, Meng-Hua; Tian, Shang-Lin; Lin, Yan-Ting; Yang, Cheng-Wei; Chen, Chi-Chun",APPLIED SCIENCES-BASEL,2021,http://dx.doi.org/10.3390/app11104481,"Vehicle technology development drives economic development but also causes severe mobile pollution sources. Eco-driving is an effective driving strategy for solving air pollution and achieving driving safety. The on-board diagnostics II (OBD-II) module is a common monitoring tool used to acquire sensing data from in-vehicle electronic control units. However, different vehicle models use different controller area network (CAN) standards, resulting in communication difficulties; however, relevant literature has not discussed compatibility problems. The present study researched and developed the universal OBD-II module, adopted deep learning methods to evaluate fuel consumption, and proposed an intuitive driving graphic user interface design. In addition to using the universal module to obtain data on different CAN standards, this study used deep learning methods to analyze the fuel consumption of three vehicles of different brands on various road conditions. The accuracy was over 96%, thus validating the practicability of the developed system. This system will greatly benefit future applications that employ OBD-II to collect various types of driving data from different car models. For example, it can be implemented for achieving eco-driving in bus driver training. The developed system outperforms those proposed by previous research regarding its completeness and universality.",Industrial Design/Engineering design ?,Human Behaviour,Time series,Textual Deep models in NLP,Prediction,???,,The study aimed to predict fuel consumption level. Is it related to design work directly?,vehicle technology development drive economic development cause severe mobile pollution source driving effective driving strategy solve air pollution achieve drive safety board diagnostic module common monitoring tool acquire sense datum vehicle electronic control unit different vehicle use different controller area network standard communication difficulty relevant literature discuss compatibility problem universal obd module adopt deep learning evaluate fuel consumption intuitive drive graphic interface addition universal module obtain datum different standard deep learning analyze fuel consumption vehicle different brand road condition accuracy validate practicability benefit future employ obd collect type drive datum different car example implement achieve eco driving bus driver training developed outperform previous completeness universality,-3.9402783,0.4169223
Optimizing HMI for Intelligent Electric Vehicles Using BCI and Deep Neural Networks with Genetic Algorithms,"Jin, Xinmin; Teng, Jian; Lee, Shaw-mung",WORLD ELECTRIC VEHICLE JOURNAL,2024,http://dx.doi.org/10.3390/wevj15080338,"This study utilizes a brain-computer interface (BCI)-based deep neural network (DNN) and genetic algorithm (GA) method. This research explores the interaction design of the main control human-machine interaction interfaces (HMIs) for intelligent electric vehicles (EVs) by integrating neural network predictions with genetic algorithm optimizations. Augmented reality (AR) was incorporated into the experimental setup to simulate real driving conditions, providing participants with an immersive and realistic experience. A comparative analysis of several models including the support vector machines-genetic algorithm (SVMs-GA), decision trees-genetic algorithm (DT-GA), particle swarm optimization-genetic algorithm (PSO-GA), and deep neural network-genetic algorithm (DNN-GA) was conducted. The results indicate that the DNN-GA model exhibited superior prediction accuracy with the lowest mean squared error (MSE) of 0.22 and mean absolute error (MAE) of 0.31. Additionally, the DNN-GA model demonstrated the shortest training time of 69.93 s, making it 4.5% more efficient than the PSO-GA model and 51.8% more efficient compared to the SVMs-GA model. This research focuses on promoting an innovative and efficient machine learning hybrid model with the goal of improving the efficiency of the human-machine interaction interfaces (HMIs) interface of intelligent electric vehicles. By optimizing the accuracy and response speed, the aim is to enhance the control interface and significantly improve user experience and usability.",UI/UX design,Human Behaviour,Time series,Textual Deep models in NLP,Decision making,adaptive HCI design,"The study uses DNN-GA to optimize HMI layouts based on EEG attention levels (e-Sense). Achieved MSE of 0.22 and MAE of 0.31, outperforming SVMs-GA, DT-GA, and PSO-GA models. AR was used to simulate realistic driving conditions.",,utilize brain computer interface bci)-base deep neural network dnn genetic explore interaction main control human machine interaction interface intelligent electric vehicle evs integrate neural network prediction genetic optimization augmented reality incorporate experimental setup simulate real driving condition provide participant immersive realistic experience comparative include support vector machine genetic svms decision tree genetic particle swarm optimization genetic deep neural network genetic conduct indicate exhibit superior prediction accuracy low mean square error mse mean absolute error demonstrate short training time make efficient pso efficient compare svms focus promote innovative efficient machine learn hybrid goal improve efficiency human machine interaction interface interface intelligent electric vehicle optimize accuracy response speed aim enhance control interface improve experience usability,-3.299838,2.5895479
Empirical Evidence on Conversational Control of GUI in Semantic Automation,"Weidele, Daniel Karl I.; Martino, Mauro; Valente, Abel N.; Rossiello, Gaetano; Strobelt, Hendrik; Franke, Loraine; Alvero, Kathryn; Misko, Shayenna; Auer, Robin; Bagchi, Sugato; Mihindukulasooriya, Nandana; Chowdhury, Faisal; Bramble, Gregory; Samulowitz, Horst; Gliozzo, Alfio; Amini, Lisa","PROCEEDINGS OF 2024 29TH ANNUAL CONFERENCE ON INTELLIGENT USER INTERFACES, IUI 2024",2024,http://dx.doi.org/10.1145/3640543.3645172,"This research explores integration of a Large Language Model (LLM) fine-tuned to conversationally control the user interface (UI) for a Semantic Automation Layer (SAL). We condense SAL capabilities from prior work and prioritize with business analysts and data engineers via a Kano model, before implementing a prototypical UI. We augment the UI with our conversational engine and propose In-situ Prompt Engineering and learn from Human Feedback to smoothen the interaction and manipulation of UI through natural language commands. To evaluate the efficacy and usability of conversational control in various use-case scenarios, we conduct and report on an empirical interaction design user study. Our findings provide evidence supporting enhanced user engagement and satisfaction. We also observe significant increase of trust in AI after working with our conversational UI. This work generates areas for further refinement and research towards more intelligent, highly-integrated conversational UIs even beyond our application within Semantic Automation. We discuss our findings and point out next steps paving the way for future research and development in creating more intuitive and adaptive user interfaces.",UI/UX design,Human Behaviour,Text,Large generative AI,Coodination,Converstional interface design,"The study uses fine-tuned FLAN-T5 with Semantic Bottlenecks (JSON-to-JSON) for UI control. 11 business analysts tested the system, showing 36.4-100% task success rates. AI trust increased significantly from 3.36 to 4.00 (p<0.02) after use.",,explore integration large language llm tune control interface semantic automation layer condense sal capability prior work prioritize business analyst engineer implement prototypical augment conversational engine situ prompt engineering learn human feedback smoothen interaction manipulation natural language command evaluate efficacy usability conversational control use case scenario conduct report empirical interaction finding provide evidence support enhance engagement satisfaction observe significant increase trust work conversational work generate area refinement intelligent integrate conversational uis semantic automation discuss finding point step pave way future development create intuitive adaptive interface,-0.9975489,-0.14174144
APPLICATION OF AR VIRTUAL IMPLANTATION TECHNOLOGY BASED ON DEEP LEARNING AND EMOTIONAL TECHNOLOGY IN THE CREATION OF INTERACTIVE PICTURE BOOKS,"Liu, Sidan; Peng, Peng; Cao, Lei",3C TIC,2023,http://dx.doi.org/10.17993/3ctic.2023.121.176-198,"In recent years, the field of deep learning has flourished, not only breaking through many difficult problems that are difficult to be solved by traditional algorithms but also bursting with greater vitality when combined with other fields. For example, product emotional design based on deep learning can integrate users' emotional needs into the actual product design. In this paper, we aim to use deep learning , affective technology in the creation of AR interactive picture books to transform the reading process from static to dynamic, enrich visual stimulation , increase the fun and interactivity of reading. In this paper, based on the three-level theoretical model of emotion, the emotion labeling results are input to a deep neural network for learning, to establish an emotion-based recognition model for picture book images. The results show that the model can well analyze the emotion of images in AR picture books, and the accuracy of prediction is a big improvement compared with traditional machine recognition algorithms. The application of AR virtual implantation technology in interactive picture books on the market is often just a marketing gimmick while combining deep learning and emotional technology can better create diverse interactive picture books to meet children's emotional reading needs, enhance reading engagement, and stimulate children's creativity.","Multiple (service, product design)",Product Character,Image,Deep models in CV,Prediction,Emotion design,The study uses VGGNet to analyze emotions in AR picture book images based on Donald Norman's three-level emotional design theory. Achieved 61.02% single-label accuracy for emotion classification across 11 emotion categories. 2048 images covering various product categories were labeled by design professionals.,,recent year field deep learning flourish break difficult problem difficult solve traditional burst great vitality combine field example emotional base deep learning integrate emotional need actual aim use deep learning affective technology creation interactive picture book transform reading static dynamic enrich visual stimulation increase fun interactivity read base level theoretical emotion emotion labeling input deep neural network learn establish emotion base recognition picture book image analyze emotion image picture book accuracy prediction big improvement compare traditional machine recognition virtual implantation technology interactive picture book market marketing gimmick combine deep learning emotional technology create diverse interactive picture book meet child emotional reading need enhance reading engagement stimulate child creativity,-2.7555535,3.4186928
Society sync - Digitalize society management systems with artificial intelligence technologies,"Thacker, Mayank; Shah, Lay; Shah, Manan",INTELLIGENT SYSTEMS WITH APPLICATIONS,2022,http://dx.doi.org/10.1016/j.iswa.2022.200069,"Society Sync is society administration software in the form of a website/app that makes managing residential societies easier. It's a step toward digitalization and increased transparency in society's work. It will also assist the authorities in keeping track of their records. The watchman module will ensure that society's security functions and is maintained digitally, while also reducing the watchman's workload and increasing efficiency. The secretary module will include all administrative functions such as watchman attendance, resident payment dues, and so on, making his or her job easier and more efficient . The resident module will have services that will benefit them, such as polling, filing complaints, receiving daily notifications, knowing about their maintenance expenses, car activities, and so on. Visitor management, parking, maintenance, polling, amenities management, and attendance management are just a few of the services available. As a result, the society management software handles and manages the society digitally, which provides improved security, efficiency, involvement, hassle-free management, easy administration, and record maintenance, among other benefits. For vehicle management and attendance, we employed AI technologies such as OCR and face recognition to construct different characteristics in different modules of our system. We've employed AI/machine learning algorithms to keep track of features like complaint logs and vehicle logs so that we can deliver the best outcomes for user. The utilization of Big Data in our system is to improve the psychological health of our system. With the use of big data analysis, we have tracked how consumers react to various elements and designs to get the best desired results for user experience and user interface design. (c) 2022 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ )",Service design,Human Behaviour,Image,Deep models in CV,Coodination,Residents service design,"The study develops a housing society management system with 3 modules (Secretary, Watchman, Resident apps). Uses OCR for vehicle number plate recognition and face recognition for visitor management. 500-1000 user feedback analyzed to identify pain points. Improved security, efficiency, and transparency compared to traditional manual methods.",,society sync society administration software form website app make manage residential society easy step digitalization increase transparency society work assist authority keep track record watchman module ensure society security function maintain reduce watchman workload increase efficiency module include administrative function watchman attendance resident payment due make job easy efficient resident module service benefit polling file complaint receive daily notification know maintenance expense car activity parking maintenance polling amenity management attendance management service available society management software handle manage society provide improve security efficiency involvement hassle free management easy administration record maintenance benefit vehicle management attendance employ technology ocr face recognition construct different characteristic different module employ machine learning track feature complaint log vehicle log deliver good outcome utilization big datum improve psychological health use big track consumer react element desire experience interface author publish elsevi open access article license http://creativecommons.org/licenses/by-nc-nd/4.0/,-1.532716,1.3683802
AN EEG-BASED EMOTION RECOGNITION MODEL USING AN INTERACTION DESIGN FRAMEWORK AND DEEP LEARNING,"Wang, Li; Go, Jungwook; Chen, Xiang",JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY,2024,http://dx.doi.org/10.1142/S0219519424400220,"This research makes significant advances in the field of emotion recognition by presenting a new generative adversarial network (GAN) model that integrates deep learning with electroencephalography (EEG). To achieve more accurate data production and real data matching, the model utilizes self-attention and residual neural networks. Additionally, this process is accomplished by substituting an autoencoder for the discriminator in the GAN, and incorporating a reconstruction loss function. We include the self-attention mechanism and residual block in the building of the model to overcome the vanishing gradient problem. This allows the model to acquire information related to emotions in a more in-depth manner, which ultimately results in an improvement in the emotion detection accuracy. The DEAP and MAHNOB-HCI datasets are chosen for the experimental validation portion of this research. These datasets are subsequently compared and analyzed with traditional deep learning methods and well-known emotion identification algorithms. Based on these findings, it is evident that the model that we propose performs exceptionally well on the emotion recognition test, which offers substantial support for studies and applications in this field. In addition, within the context of emotion detection systems, this study places particular emphasis on the crucial role that interaction design frameworks play in enhancing both the user experience and the usability of the system. By pushing the emotion recognition technology boundaries, a new paradigm for the application of deep learning in EEG emotion recognition is provided with this comprehensive research contribution.",Interaction design,Human Behaviour,Time series and Text,Large generative AI,Prediction,HCI for feedback interface,,The study develops CBB-GAN-SR model combining self-attention and residual networks. Replaced GAN discriminator with autoencoder. Achieved 80.55% accuracy (arousal) and 79.94% (valence) on DEAP dataset. Emphasizes interaction design framework for improved user experience and emotional feedback,make significant advance field emotion recognition new generative adversarial network gan integrate deep learning electroencephalography achieve accurate production real datum matching utilize self attention residual neural network accomplish substitute autoencoder discriminator gan incorporate reconstruction loss function include self attention mechanism residual block building overcome vanish gradient problem allow acquire information relate emotion depth manner improvement emotion detection accuracy deap mahnob hci dataset choose experimental validation portion dataset compare analyze traditional deep learning know emotion identification base finding evident perform emotion recognition test offer substantial support field addition context emotion detection place particular emphasis crucial role interaction play enhance experience usability push emotion recognition technology boundary new paradigm deep learning eeg emotion recognition provide comprehensive contribution,-2.6645849,3.3879297
The Application of Deep Learning for the Evaluation of User Interfaces,"Keselj, Ana; Milicevic, Mario; Zubrinic, Krunoslav; Car, Zeljka",SENSORS,2022,http://dx.doi.org/10.3390/s22239336,"In this study, we tested the ability of a machine-learning model (ML) to evaluate different user interface designs within the defined boundaries of some given software. Our approach used ML to automatically evaluate existing and new web application designs and provide developers and designers with a benchmark for choosing the most user-friendly and effective design. The model is also useful for any other software in which the user has different options to choose from or where choice depends on user knowledge, such as quizzes in e-learning. The model can rank accessible designs and evaluate the accessibility of new designs. We used an ensemble model with a custom multi-channel convolutional neural network (CNN) and an ensemble model with a standard architecture with multiple versions of down-sampled input images and compared the results. We also describe our data preparation process. The results of our research show that ML algorithms can estimate the future performance of completely new user interfaces within the given elements of user interface design, especially for color/contrast and font/layout.",,Human Behaviour,Image,Deep models in CV,Prediction,Automatic UI design evaluation,Decision making for UI design,"Study uses multi-channel ensemble CNN and Xception-based ensemble to predict user performance. 338 participants, 4448 responses collected. Best model achieved MAE 281.5ms, RMSE 347.5ms. Can rank new UI designs by predicted efficiency. Focus on layout, color, font, and font size variations.",test ability machine learn evaluate different interface define boundary give software evaluate exist new web provide developer designer benchmark choose friendly effective useful software different option choose choice depend knowledge quiz learning rank accessible evaluate accessibility new ensemble custom multi channel convolutional ensemble standard architecture multiple version sample input image compare describe preparation estimate future new interface give element interface color contrast font layout,-2.8311746,1.0243541
Using Deep Learning to Support the User Interface Design of Mobile Applications with App Inventor,"Baule, Daniel de Souza; von Wangenheim, Christiane Gresse; von Wangenheim, Aldo; Hauck, Jean C. R.; Vargas Junior, Edson C.",PROCEEDINGS OF THE 20TH BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTING SYSTEMS (IHC 2021),2021,http://dx.doi.org/10.1145/3472301.3484340,"Transforming a user interface sketch into a wireframe using App Inventor has been a common need both in computing education and the development of applications by end users. As this part of mobile application development is challenging and time-consuming, we present an approach that automates this process through the prototyping of user interfaces. The Sketch2aia approach employs deep learning to detect the user interface components and their position in a hand-drawn sketch, creating an intermediate representation of the user interface and automatically generating the App Inventor code for the respective wireframe. The approach achieves an average classification accuracy of the components of the user interface of 87.72% and results of a preliminary evaluation with users indicate that it generates wireframes that resemble sketches in terms of visual similarity. The approach is available as a web tool and can be used to support the teaching of user interface design effectively and efficiently, as well as the development of mobile applications by end users.",UI/UX Design,Generated,Image,Deep models,Design generation,Develop,,,transform interface sketch wireframe app inventor common need compute education development end mobile development challenging time consume automate prototyping interface employ deep learning detect interface component position hand draw sketch create intermediate representation interface generate app inventor code respective wireframe achieve average classification accuracy component interface preliminary indicate generate wireframe resemble sketch term visual similarity available web tool support teaching interface development mobile end,-2.6468832,1.2332441
A User Review Analysis Tool Empowering Iterative Product Design,"Wu, Qi","HCI INTERNATIONAL 2024 POSTERS, PT VI, HCII 2024",2024,http://dx.doi.org/10.1007/978-3-031-61966-3_19,"Understanding user feedback and improving accordingly is an essential phase in iterative product design. User reviews provide sufficient and various user feedback about general experience, specific features, and bug reports. While the traditional manual analysis may yield some insights, it is often constrained by limited sample sizes and potential biases. This paper introduces a user review analysis tool equipped with a graphical user interface, based on multiple machine learning and natural language processing techniques. This tool is designed to aid developers in rapidly acquiring a qualitative understanding of user experiences regarding product features and topics, by illustrating user attitude evolution and summarizing diverse user opinions. The tool's performance is evaluated with datasets from three different applications, each containing 50000 reviews. It was able to identify major features and topics and illustrated the evolution of user attitudes. Its effectiveness in summarizing diverse user opinions was also highlighted. The user review analysis tool can enable developers to efficiently process and interpret large volumes of user feedback, thereby significantly enhancing the iterative design process with data-driven insights.",UI/UX Design,Behavioral-based,Text,Traditional ML (shallow models),Sense making,Define,,,understand feedback improve essential phase iterative review provide sufficient feedback general experience specific feature bug report traditional manual yield insight constrain limited sample size potential bias introduce review tool equip graphical interface base multiple machine learning natural language processing tool aid developer acquire qualitative understanding experience feature topic illustrate attitude evolution summarize diverse opinion tool evaluate dataset different contain review able identify major feature topic illustrate evolution attitude effectiveness summarize diverse opinion highlight review tool enable developer interpret large volume feedback enhance iterative drive insight,-1.9380144,-0.93314683
