Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
141,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques",Design Phase,"This research develops an integrated natural language processing (NLP), text mining, and machine lea...",Y,LOCAL,80,PARTIAL,NONE,"This research develops an integrated natural language processing (NLP), text mining, and machine learning approach for intelligent RFQ summarization. Over 1,300 power transformer RFQ requests are used to build a word-embedding model for training and testing. The methodology is divided into three modules including key term extraction, summary generation, and key requirement verification.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:23.612873
141,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques",Data About,Request for quotation (RFQ) is a lengthy document soliciting vendor products and services according ...,Y,LOCAL,80,PARTIAL,NONE,"Request for quotation (RFQ) is a lengthy document soliciting vendor products and services according to rigid specifications. The method automatically extracts essential specifications such as voltage, capacity, and impedance from RFQs using text analytics.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:23.616638
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,Design Phase,"In the study, the product was not manufactured, but only designed and the technological processes pl...",Y,LOCAL,80,PARTIAL,NONE,"In the study, the product was not manufactured, but only designed and the technological processes planned. The mini refrigerator has the shape of a cuboid with the dimensions of 60×40×35 cm. The design incorporated one generator and two thermostats for multiple temperature zones. A product design was developed that is highly recyclable and environmentally friendly. An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:23.618430
141,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques","AI Assistance Types (Lee and Kim, 2025)",The engineering document automatic summarization system helps the engineer shorten the time to obtai...,Y,LOCAL,80,PARTIAL,NONE,The engineering document automatic summarization system helps the engineer shorten the time to obtain the key information of RFQs and reduce the risk of missing important information during manual reading. Machine learning assists engineers to reduce the probability of misjudgment and saves considerable reading time. The discovered customer common requirements based on cluster analysis helps the engineer to avoid missing essential requirements.,Found via local text search (partial match - first 50 chars),2025-11-28T15:50:23.618892
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,AI methods,"The study used a three-layer forward neural network (Figure 4), a back propagation (BP) algorithm as...",Y,LOCAL,80,PARTIAL,NONE,"The study used a three-layer forward neural network (Figure 4), a back propagation (BP) algorithm as a popular gradient-based local search optimization technique, a Perceptron Linkage Optimization set for minimal multi-layer diagnostics focused on setting the mean squared error (MSE), and naive initialization techniques. An MLP-type network (multi-layer perceptron) performs a mapping of an n-dimensional input vector to an m-dimensional output signal, typically using a single hidden layer with up to 3n neurons.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:23.619423
141,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques",Design Discipline,The system helps improve the complex product design for manufacturers and improve the cost estimatio...,Y,LOCAL,80,PARTIAL,NONE,The system helps improve the complex product design for manufacturers and improve the cost estimation and competitiveness of quotations in a highly competitive marketplace. The engineering of highly customized production processes and the RFQ is regarded as pre-contract cost planning and control between the manufacturer and the customer.,Found via local text search (partial match - first 50 chars),2025-11-28T15:50:23.619855
141,"Intelligent RFQ Summarization Using Natural Language Processing, Text Mining, and Machine Learning Techniques",Data Modality,"Over 1,300 power transformer RFQ requests are used to build a word-embedding model for training and ...",Y,LOCAL,100,EXACT,NONE,"Over 1,300 power transformer RFQ requests are used to build a word-embedding model for training and testing. Domain keywords are extracted using N-gram TF-IDF. The method automatically extracts essential specifications such as voltage, capacity, and impedance from RFQs using text analytics.",Found via local text search (full match),2025-11-28T15:50:23.620604
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,Data Modality,"The discretized stiffness map can be interpreted as a 3D image, where elements in the discretization...",Y,LOCAL,100,EXACT,NONE,"The discretized stiffness map can be interpreted as a 3D image, where elements in the discretization are the voxels of the 3D object, in analogy to the pixels of a 2D image. Therefore, similar to the way 2D CLs extract local features from images for image classification, we use 3D CLs to extract local features from the stiffness map.",Found via local text search (full match),2025-11-28T15:50:27.233914
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,"AI Assistance Types (Lee and Kim, 2025)","the ML model takes the stiffness distribution of the fine-resolution mesh (i.e., E_i(z_i) defined in...",Y,LOCAL,80,PARTIAL,NONE,"the ML model takes the stiffness distribution of the fine-resolution mesh (i.e., E_i(z_i) defined in Eq. (4)) and the displacement field on the coarse-resolution mesh as input features, and outputs the sensitivity of the objective function with respect to the material stiffness of the fine mesh... Once we obtain this sensitivity, we can then efficiently compute the sensitivity with respect to the design variables using the chain rule, as described in Eq. (7), which are then used to update the fine-resolution design.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:27.237949
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,Design Phase,we propose an artificial intelligence approach to drastically accelerate topology optimization witho...,Y,LOCAL,80,PARTIAL,NONE,"we propose an artificial intelligence approach to drastically accelerate topology optimization without sacrificing its accuracy. The resulting AI-driven topology optimization can fully capture the underlying physics of the problem. The main implementation, used to obtain the results, is developed in python 3.6, using the PyTorch library for the implementation of the ML model.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:27.239219
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,Data About,"Structural optimization [2] has the potential to revolutionize the way engineers design our world, l...",Y,LOCAL,100,EXACT,NONE,"Structural optimization [2] has the potential to revolutionize the way engineers design our world, leading to structures that are lighter, safer and more efficient than the present-day ones. In the field of structural optimization, topology optimization [3] is a popular technique that allows for the free distribution of material in a given domain to minimize a given objective function.",Found via local text search (full match),2025-11-28T15:50:27.244328
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,Design Practice/Task,The high computational cost of topology optimization has prevented its widespread use as a generativ...,Y,LOCAL,80,PARTIAL,NONE,"The high computational cost of topology optimization has prevented its widespread use as a generative design tool. To reduce this computational cost, we propose an artificial intelligence approach to drastically accelerate topology optimization without sacrificing its accuracy. The speedup enabled by the framework makes topology optimization a more attractive tool for engineers in search of lighter and stronger structures, with the potential to revolutionize the engineering design process.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:27.245011
156,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,Data About,The word 'Kansei' originates in Japan and refers to the customers' feelings and perception towards a...,Y,CANDIDATES,100,EXACT,NONE,The word 'Kansei' originates in Japan and refers to the customers' feelings and perception towards a product. Kansei engineering has been developed as the translation technology between product design parameters and human perception and has maintained a significant role in the consumer-oriented product development paradigm.,,2025-11-28T15:50:41.527276
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,Design Discipline,The speedup enabled by the framework makes topology optimization a more attractive tool for engineer...,Y,CANDIDATES,100,EXACT,NONE,"The speedup enabled by the framework makes topology optimization a more attractive tool for engineers in search of lighter and stronger structures, with the potential to revolutionize the engineering design process.",,2025-11-28T15:50:47.634532
156,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,Data Modality,"Two neural nets trained on 1,414 images, labeled by eight participants based on their perception of ...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Two neural nets trained on 1,414 images, labeled by eight participants based on their perception of kawaii (1–5 Likert Scale), have achieved a better prediction than test persons.",,2025-11-28T15:50:47.773150
156,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,"AI Assistance Types (Lee and Kim, 2025)",KawaiiNet achieves an accuracy of 84% in identifying kawaii design of cosmetic packaging; and Kawaii...,Y,CANDIDATES,98,EXACT,NONE,KawaiiNet achieves an accuracy of 84% in identifying kawaii design of cosmetic packaging; and KawaiiScoreNet predicts the kawaii values with an accuracy of 90.6% within a 1-point tolerance and 69.3% within a 0.5-point tolerance. We propose a deep learning based Kansei analysis method: the neuron analysis methodology incorporating net visualization techniques to identify features affecting Kansei for future design improvement.,,2025-11-28T15:50:48.344557
144,Machine learning for topology optimization: Physics-based learning through an independent training strategy,AI methods,A deep neural network (DNN) is used as the ML model. The architecture of the DNN is inspired by the ...,Y,CANDIDATES,100,EXACT,NONE,"A deep neural network (DNN) is used as the ML model. The architecture of the DNN is inspired by the models used for image classification, in which convolutional layers (CLs) extract the main features of an image and fully connected layers are subsequently used for the final classification. In a similar manner, we use 3D CLs to extract information from the discretized stiffness map of the structure. The discretized stiffness map can be interpreted as a 3D image, where elements in the discretization are the voxels of the 3D object, in analogy to the pixels of a 2D image.",,2025-11-28T15:50:49.390262
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,Design Phase,"Therefore, in this paper, based on the SIMP method of flexibility minimization, topology optimizatio...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Therefore, in this paper, based on the SIMP method of flexibility minimization, topology optimization software for industrial equipment is first developed using PyQt. Then, samples with different boundary conditions are generated using the developed topology optimization software. Finally, the mapping relationship between the initial displacement field and the topology is established based on convolutional neural network.",,2025-11-28T15:50:50.461455
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,Data About,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness ...",N,CANDIDATES,85,NONE,HALLUCINATION,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness directly affect the quality, efficiency and safety of industrial production. Topology-optimization design aims to improve the structural strength, reduce the weight, and optimize the overall performance and reliability of a product by optimizing the material distribution and structural form.",,2025-11-28T15:50:50.538105
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,"AI Assistance Types (Lee and Kim, 2025)",the established deep learning model can output the most available topology structure according to th...,Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"the established deep learning model can output the most available topology structure according to the initial displacement field of the structure. once the neural network has been trained, it can be used to quickly and accurately predict the topology under various operating conditions.",,2025-11-28T15:50:51.233565
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,AI methods,the mapping relationship between the initial displacement field and the topology is established base...,Y,CANDIDATES,90,EXACT,NONE,"the mapping relationship between the initial displacement field and the topology is established based on convolutional neural network. The results show that the developed topology optimization software can directly give the corresponding topology structure according to the structural parameters and optimization parameters set by the user, and the established deep learning model can output the most available topology structure according to the initial displacement field of the structure.",,2025-11-28T15:50:51.321461
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,Design Discipline,This article presents research results on the use of inventive methods to develop an eco-friendly pr...,Y,CANDIDATES,98,EXACT,NONE,"This article presents research results on the use of inventive methods to develop an eco-friendly product. A household appliance was selected as the object of research. The research was conducted on a household appliance—a refrigerator. The manufacturing of household appliances, which are categorized as electrical and electronic equipment, is one of the pillars of the European economy and is undergoing continuous development.",,2025-11-28T15:50:51.430103
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,Design Discipline,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness ...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness directly affect the quality, efficiency and safety of industrial production. However, traditional equipment product design methods are often limited by experience and trial-and-error, suffer from time-consuming, resource-wasting and high-cost problems",,2025-11-28T15:50:53.320199
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,Data About,"Fifty-four neurons were placed in the input layer, each of which was responsible for answering one q...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Fifty-four neurons were placed in the input layer, each of which was responsible for answering one question (one numerical parameter) from Table 6. The environmental quality assessment (EQA) is the arithmetic mean of answers to the questions shown in Table 6. Results of an environmental analysis of the product justify the actions taken to design an environmentally friendly product.",,2025-11-28T15:50:53.934964
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,Data Modality,"U_1, U_2, vol are merged into a three-channel image data of size [number of row nodes, number of col...",Y,CANDIDATES,65,PARAPHRASE,PARAPHRASE,"U_1, U_2, vol are merged into a three-channel image data of size [number of row nodes, number of column nodes, 3, number of samples]. The output of the deep learning model provides the optimized structure layout under the given conditions in the form of a relative density matrix, with dimensions of 32×64",,2025-11-28T15:50:54.671394
104,Topology Optimization of Industrial Equipment: A Deep Learning Approach and Software Implement,Design Practice/Task,"Topology-optimization design aims to improve the structural strength, reduce the weight, and optimiz...",Y,CANDIDATES,45,SEMANTIC,PARAPHRASE,"Topology-optimization design aims to improve the structural strength, reduce the weight, and optimize the overall performance and reliability of a product by optimizing the material distribution and structural form, using numerical computation and optimization algorithms. In equipment product design, topology-optimization design has great potential to help designers and engineers overcome many challenges faced by traditional design methods.",,2025-11-28T15:50:54.828189
156,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,Design Practice/Task,we present a Pixel-level Image Kansei Analysis and Recognition (PIKAR) system that applies deep lear...,Y,CANDIDATES,90,PARAPHRASE,NONE,"we present a Pixel-level Image Kansei Analysis and Recognition (PIKAR) system that applies deep learning to extract and analyze the formation of human perception towards product designs automatically... We present a neuron analysis approach to identify features that cause the formation of Kansei and support future product design... The proposed technology has possible applications in customized product recommendation systems, design-supporting systems",,2025-11-28T15:50:54.836937
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,Data Modality,"Questionnaires had been developed to collect the ideas. At stage one, participants in the creativity...",Y,CANDIDATES,90,PARAPHRASE,NONE,"Questionnaires had been developed to collect the ideas. At stage one, participants in the creativity session gave answers to the biased questions based on the reverse brainstorming and stimulating methods. The environmental quality assessment (EQA) is the arithmetic mean of answers to the questions shown in Table 6 (always one answer only).",,2025-11-28T15:50:55.125133
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,Data About,"This paper aims to fill this gap by introducing an innovative Design Support System (DesSS), origina...",Y,LOCAL,80,PARTIAL,NONE,"This paper aims to fill this gap by introducing an innovative Design Support System (DesSS), originated from the Decision Support System, for the prediction and estimation of machine specification data such as machine geometry and machine design on the basis of heterogeneous input parameters.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:56.198878
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,"AI Assistance Types (Lee and Kim, 2025)",Machine learning-based design support system for the prediction of heterogeneous machine parameters ...,Y,LOCAL,80,PARTIAL,NONE,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0. The main goal of DesSS is to provide the decision support in the design field. The predicted parameters are then used for the recommendation towards the best technical choice for the designers and technicians.,Found via local text search (partial match - first 50 chars),2025-11-28T15:50:56.204120
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,Design Discipline,There is the need for a tool that will fill the missing gap in the optimization problems in engineer...,Y,LOCAL,80,PARTIAL,NONE,"There is the need for a tool that will fill the missing gap in the optimization problems in engineering design processes, by making use of the advances in the artificial intelligence field. This paper aims to fill this gap by introducing an innovative Design Support System (DesSS), originated from the Decision Support System, for the prediction and estimation of machine specification data such as machine geometry and machine design on the basis of heterogeneous input parameters.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:56.264758
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,Design Phase,"This paper aims to fill this gap by introducing an innovative Design Support System (DesSS), origina...",Y,LOCAL,80,PARTIAL,NONE,"This paper aims to fill this gap by introducing an innovative Design Support System (DesSS), originated from the Decision Support System, for the prediction and estimation of machine specification data such as machine geometry and machine design on the basis of heterogeneous input parameters. Experimental results obtained on a real use case and using two different real datasets demonstrated the reliability and the effectiveness of the proposed approach.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:56.302653
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,Data Modality,"The input parameters can be divided in motor performance (e.g., torque, voltage, efficiency, speed-R...",Y,LOCAL,80,PARTIAL,NONE,"The input parameters can be divided in motor performance (e.g., torque, voltage, efficiency, speed-RPM), field of application, i.e. Application (e.g., washing machine, dishwasher, air conditioner, heat pump), geographic market, i.e. Market (e.g., USA, Europe) and range of costs, i.e. Standard and Variable cost.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:56.345355
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,Design Practice/Task,The main goal of this work was to create a system that brings together in an interesting tool many y...,Y,LOCAL,80,PARTIAL,NONE,"The main goal of this work was to create a system that brings together in an interesting tool many years of experience of designers and laboratory technicians. It provides the research and product development departments with a tool that can guide the designer towards the best possible technical choice. We propose a novel concept of machine learning-based DesSS to support the designing choice, based on the available data of the company production processes. For instance, the algorithm is capable of predicting the machine geometry and material on the basis of several input parameters: machine performance (torque, efficiency, speed, etc.), final application, market, and cost range.",Found via local text search (partial match - first 50 chars),2025-11-28T15:50:56.385881
102,Recognition and segmentation of complex texture images based on superpixel algorithm and deep learning,Data About,"Material images contain abundant microstructural information, recognizing material image microstruct...",Y,CANDIDATES,85,EXACT,PARAPHRASE,"Material images contain abundant microstructural information, recognizing material image microstructure is the first step of quantitative analysis. The carbon steel data sets are built by obtaining the UHCSDB (Ultra High Carbon Steel Micrograph Data Base), which represents several types of carbon steel. Fig. 6(c) is the ceramics images. Fig. 6(d) is the wood surface image data set.",,2025-11-28T15:50:56.620223
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,Design Practice/Task,Detaileddesign - Selectmaterialstakingintoconsiderationenvironmentalaspects. - Analyzetheproductlife...,Y,CANDIDATES,95,EXACT,NONE,"Detaileddesign - Selectmaterialstakingintoconsiderationenvironmentalaspects. - Analyzetheproductlifecycle. - Designtheproduct,takingintoconsiderationtheassembly anddisassembly. The designed product is highly recyclable and environmentally friendly. An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out.",,2025-11-28T15:50:57.264146
156,PIKAR: A Pixel-Level Image Kansei Analysis and Recognition System Based on Deep Learning for User-Centered Product Design,Design Discipline,"Kansei Engineering System has been proved useful in industrial design [6,7], packaging design [3,4],...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Kansei Engineering System has been proved useful in industrial design [6,7], packaging design [3,4], and even interior design [11]. This work addresses the possibility of applying deep learning to support product design and user experience researches. Kansei engineering has been developed as the translation technology between product design parameters and human perception and has maintained a significant role in the consumer-oriented product development paradigm.",,2025-11-28T15:50:57.434660
86,Ecological Design with the Use of Selected Inventive Methods including AI-Based,"AI Assistance Types (Lee and Kim, 2025)","An ecological analysis of the designed product, including AI-based (artificial neural networks), was...",Y,CANDIDATES,95,EXACT,NONE,"An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out, which showed the legitimacy of the actions taken to develop an environmentally friendly product. The proposed ANN was able to quickly estimate and identify a solution to the problem of selecting/optimising the product parameters as a basic or competitive solution to a traditional IT program. To solve the overall problem, we used a single artificial neural network in which the input to the network was questions and answers (56, 57, stages: PRE-MANUFACTURING, MANUFACTURING, POST-MANUFACTURING) and the output was the class in Table 5 (EQA).",,2025-11-28T15:50:58.639244
138,Research on design forms based on artificial intelligence collaboration model,Data Modality,Midjourney and Stable Diffusion are the AI-generating tools used in this session. Their primary meth...,Y,LOCAL,80,PARTIAL,NONE,Midjourney and Stable Diffusion are the AI-generating tools used in this session. Their primary methods of input are reference images and prompts,Found via local text search (partial match - first 50 chars),2025-11-28T15:51:05.217823
138,Research on design forms based on artificial intelligence collaboration model,AI methods,"This research begins with the design morphology theory, integrates interdisciplinary theories such a...",Y,LOCAL,80,PARTIAL,NONE,"This research begins with the design morphology theory, integrates interdisciplinary theories such as bionic design, and topology research, and collaborates with AIGC tools such as Midjourney, Stable Diffusion, and Chilloutmix to conduct case-specific research. Midjourney and Stable Diffusion are the AI-generating tools used in this session.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:05.650617
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,Data Modality,"By extracting information from online reviews, these companies can obtain valuable data for developi...",Y,LOCAL,80,PARTIAL,NONE,"By extracting information from online reviews, these companies can obtain valuable data for developing new products. In addition, through the analysis of online comments, we can effectively obtain the time series data of consumer preferences with very low cost.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:06.818066
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,Design Discipline,"In CONSUMER-DRIVEN product design, the wishes and demands of each consumer are placed at the center ...",Y,LOCAL,80,PARTIAL,NONE,"In CONSUMER-DRIVEN product design, the wishes and demands of each consumer are placed at the center of value creation. Through the analysis of consumer preferences, the main relationship between consumer preferences and product design attributes can be easily established. On the premise of the model, the design attributes of new products can be optimized by maximizing the emotional score of consumer preferences.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:06.822763
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,AI methods,"In this article, a nonlinear time series fuzzy regression method is proposed to model the variationa...",Y,LOCAL,80,PARTIAL,NONE,"In this article, a nonlinear time series fuzzy regression method is proposed to model the variational consumer preference based on online comments, which can generate a fuzzy dynamic consumer preference model with interactive terms, second-order and/or higher order terms. The multiobjective chaos optimization algorithm is then applied to develop the polynomial structure of fuzzy dynamic consumer preferences' models. Thereafter, an FR approach is introduced to obtain the values of fuzzy coefficients for each item in the model structure.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:06.823318
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,Design Discipline,Simulation-based design optimisation (SBDO) frameworks have been widely applied across many engineer...,Y,LOCAL,80,PARTIAL,NONE,Simulation-based design optimisation (SBDO) frameworks have been widely applied across many engineering industries,Found via local text search (partial match - first 50 chars),2025-11-28T15:51:07.854203
113,A cognitive analysis-based key concepts derivation approach for product design,Design Discipline,Product design starts with the generation of concepts that realizes particular customer-required fun...,Y,LOCAL,80,PARTIAL,NONE,"Product design starts with the generation of concepts that realizes particular customer-required functionality creatively or recursively. In the development of a new product, concept generation is a crucial stage, as it determines much of the cost of the product lifetime. A DbA-based VPA experiment was conducted to collect data for design analysis... They had previously worked on an elevator design project and had a thorough understanding of elevator design and operation.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:07.899024
113,A cognitive analysis-based key concepts derivation approach for product design,AI methods,Deep learning-based pretrained language models can be a potential solution to overcome these limitat...,Y,LOCAL,80,PARTIAL,NONE,"Deep learning-based pretrained language models can be a potential solution to overcome these limitations. This approach leverages a pretrained language model to extract information from multiple sources of textual data and represents design thinking in a vector space. The base BERT model is based on 12-layer Transformer encoding network. By stacking several Transformer encoder blocks, BERT converts the text into the hidden representations.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:07.933580
