Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
135,135_ChatGPT and finetuned BERT A comparative study for developing intelligent design support systems,Design Practice/Task,"our research on developing an intelligent system for design support, we seek to apply large language...",Y,1-5,98,FUZZY,NONE,"our research on developing an intelligent system for design support, we seek to apply large language models to 'understand' given engineering documents and provide the needed support for engineers to quickly grasp the major design-related points of the documents without spending time to read them. One primary issue in building such a system is choosing a proper large language model from the available ones, such as BERT and ChatGPT.","Found on Page 2, in the introduction section. The text matches almost exactly, except the PDF includes 'Therefore, in' at the beginning and uses double quotes around 'understand' instead of single quotes.",2025-11-07T17:20:25.661200
184,184_Interaction Design With Multi-Objective Bayesian Optimization,Data About,We calculate recognition accuracy as ncorrect/n where ncorrect is the number of trials in which the ...,Y,1-5,95,FUZZY,OCR_ERROR,"We calculate recognition accuracy as ncorrect/n where ncorrect is the number of trials in which the correct response is matched with the given stimulus, and n is the total number of trials.","Page 4, DesignTask section, paragraph describing recognition accuracy calculation. Text matches with minor OCR errors: 'ncor n rect' vs 'ncorrect/n', spacing issues in 'n correct' and 'numberoftrials'",2025-11-07T17:20:25.814975
146,146_Deep learning-based surrogate modeling via physics-informed artificial image (PiAI) for strongly coupled multidisciplinary engineering systems,Data Modality,"This research mainly considers image-based inputs that consist of three channels of R, G, and B prop...",Y,1-5,100,EXACT,NONE,"This research mainly considers image-based inputs that consist of three channels of R, G, and B properties. Even though the proposed framework focuses on image-based inputs, it is also feasible to employ vectorized data to predict system behavior.","Section 3.1 'Manipulation of initial input data in separated channels' on page 3, middle of the paragraph explaining the data pre-processing approach",2025-11-07T17:20:27.065964
135,135_ChatGPT and finetuned BERT A comparative study for developing intelligent design support systems,"AI Assistance Types (Lee and Kim, 2025)","For engineering designers reading a document, it can take a long time to grasp the key points about ...",Y,1-5,95,EXACT,PARAPHRASE,"For engineering designers reading a document, it can take a long time to grasp the key points about the design and the inner conceptual structure of the document. The design information and the reasoning about customer needs, functional requirements, and design solution concepts can be scattered throughout the document, and their relations can be implicitly embedded. Therefore, capturing essential information and understanding it by mapping it to designers' understanding can be helpful for designers. This study aims to compare the performance of a finetuned BERT model with that of ChatGPT on a domain-specific dataset in the context of developing an intelligent design support system.","Reference text is a combination of two separate passages: (1) Page 3, Section 3 contains the first part about engineering designers reading documents, and (2) Page 1, Abstract contains the sentence about comparing BERT and ChatGPT. Both parts match exactly but are not consecutive in the original document.",2025-11-07T17:20:28.449122
184,184_Interaction Design With Multi-Objective Bayesian Optimization,Design Discipline,This article examines how AI can facilitate the process of interaction design by offloading some of ...,Y,1-5,90,FUZZY,PARAPHRASE,This article examines how AI can facilitate the process of interaction design by offloading some of the complex decision making required of designers. We study how multi-objective Bayesian optimization can be used to support designers when creating a tactile display for smartwatches. Designers were asked to tackle a classic problem in human–computer interaction—designing vibration cues for a haptic wearable display.,First two sentences found in Page 1 abstract with minor OCR spacing issues. Third sentence found exactly in Page 3 'Design Task' section. Reference text combines non-contiguous sections without indicating the gap.,2025-11-07T17:20:30.833110
184,184_Interaction Design With Multi-Objective Bayesian Optimization,AI methods,Bayesian optimization is a machine learning technique for performing optimization of black-box funct...,Y,1-5,95,FUZZY,NONE,Bayesian optimization is a machine learning technique for performing optimization of black-box functions. It works by constructing a surrogate model of the unknown function and selecting new points to evaluate with reference to this model. Each new observation improves the estimate of the model and thereby the understanding of where promising points are likely to lie.,"Page 2, BACKGROUND section, first paragraph. Text matches exactly but has spacing issues from PDF extraction (e.g., 'worksbyconstructing' instead of 'works by constructing', line-break hyphenation in 'refer-enceto')",2025-11-07T17:20:32.098039
184,184_Interaction Design With Multi-Objective Bayesian Optimization,Data Modality,"Minimum duration time of the vibration [50 ms, 950ms]. Number of discrete vibration duration levels ...",Y,1-5,95,FUZZY,OCR_ERROR,"Minimum duration time of the vibration [50 ms, 950ms]. Number of discrete vibration duration levels {1,2,3,4}. Minimum amplitude of vibration [0g, 1.45g]. Number of discrete amplitude levels {1,2,3,4}.","Page 4, in the section describing design parameters. Text matches exactly except curly braces {1,2,3,4} appear as f1;2;3;4g due to OCR conversion.",2025-11-07T17:20:32.404390
184,184_Interaction Design With Multi-Objective Bayesian Optimization,Design Practice/Task,Each design iteration would include both practice and test modes. When the test session of a particu...,Y,1-5,100,EXACT,NONE,"Each design iteration would include both practice and test modes. When the test session of a particular design configuration was completed, the designer was shown the recognition accuracy and the number of cues. The designers familiarized themselves with the task and devised a study plan in the first hour of the session. The study plan was then executed in the remaining two hours.","Page 5, under 'Designer-elected procedure' section in the Procedure subsection. The text appears verbatim starting with 'Each design iteration would include...'",2025-11-07T17:20:36.187594
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,Design Discipline,"Interaction design, as a comprehensive discipline, focuses primarily on enhancing the user experienc...",Y,1-5,100,EXACT,NONE,"Interaction design, as a comprehensive discipline, focuses primarily on enhancing the user experience. Presently, interaction design within interior spaces seamlessly merges design with technology. This integration leverages cutting-edge technologies like artificial intelligence, sensors, and interactive projection, among others, facilitating the fusion of users with the interior environment. The objective is to offer interior space designs that are more accessible, interactive, and tailored to individual preferences.",Found in INTRODUCTION section spanning pages 1-2. Text begins at end of page 1 and concludes at start of page 2.,2025-11-07T17:20:41.536553
184,184_Interaction Design With Multi-Objective Bayesian Optimization,Design Phase,"designers completed the same design exercise twice: first using their own preferred design strategy,...",Y,1-5,90,FUZZY,OCR_ERROR,"designers completed the same design exercise twice: first using their own preferred design strategy, and second in collaboration with MOBO. Given the workshop approach, we focus primarily on observations regarding the designers' experience of the design procedure","Found on Page 3 in the STUDY section. The PDF text reads 'each designer completed the same design exercise twice: firstusingtheirownpreferreddesignstrategy,andsec-ondincollaborationwithMOBO.Giventheworkshop approach, we focus primarily on observations regard-ingthedesigners'experienceofthedesignprocedure asopposedtothequalityofthedesignoutcomes.' Reference text is present but with minor differences: uses 'each designer' instead of 'designers', has OCR spacing issues, and is truncated (excludes 'asopposedtothequalityofthedesignoutcomes').",2025-11-07T17:20:45.548365
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,AI methods,"Intherealmofdeeplearning,convolutionalneuralnetworks(CNNs)(Zhang,Zhang&Wang,2023)haveemergedasaformi...",Y,1-5,100,EXACT,NONE,"Intherealmofdeeplearning,convolutionalneuralnetworks(CNNs)(Zhang,Zhang&Wang,2023)haveemergedasaformidabletoolforimageprocessing.Theirstrengthliesinthe robust feature extraction capabilities embedded within their convolutional kernels,which have found widespread applications in tasks ranging from intricate image processing, pattern recognition, to feature extraction.","Found on Page 4, paragraph starting with 'In the realm of deep learning'. The text appears verbatim with only minor line breaks due to PDF formatting.",2025-11-07T17:20:49.778847
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,Design Phase,This study introduces a deep learning-based multimodal weighting network model to address this chall...,Y,1-5,98,FUZZY,OCR_ERROR,"This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition.","Found in the Abstract section on Page 1, starting with 'This study introduces a deep learning-based...' and ending with '...74.75% accuracy rate in visual emotion recognition.' The text matches exactly but has minor spacing issues from PDF extraction (e.g., 'Thisstudyintroducesadeeplearning' instead of 'This study introduces a deep learning').",2025-11-07T17:20:52.300763
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,Design Practice/Task,This study introduces a deep learning-based multimodal weighting network model to address this chall...,Y,1-5,100,EXACT,NONE,"This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition.","Page 1, Abstract section. Text matches word-for-word with only minor spacing artifacts from PDF extraction (e.g., 'multimodalweighting' vs 'multimodal weighting', 'integratedtooptimize' vs 'integrated to optimize').",2025-11-07T17:20:52.675601
184,184_Interaction Design With Multi-Objective Bayesian Optimization,"AI Assistance Types (Lee and Kim, 2025)",This article examines how AI can facilitate the process of interaction design by offloading some of ...,Y,1-5,98,EXACT,NONE,This article examines how AI can facilitate the process of interaction design by offloading some of the complex decision making required of designers. We study how multi-objective Bayesian optimization can be used to support designers when creating a tactile display for smartwatches. Bayesian optimization constructs a surrogate model of this unknown function and leverages this model to intelligently determine a promising new point in the design space to evaluate. MOBO significantly reduces designers' perceived overall workload while successfully assisting the designers in identifying promising design candidates.,"Reference text found across Page 1 (abstract) and Page 2 (key takeaways section). First two sentences in abstract paragraph, third sentence in BACKGROUND section describing Bayesian optimization, fourth sentence in page 2's 'three key takeaways' list as the second takeaway.",2025-11-07T17:20:58.510296
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,Data About,product evaluation method that combines natural language processing techniques and fuzzy multi-crite...,Y,1-5,100,EXACT,NONE,"product evaluation method that combines natural language processing techniques and fuzzy multi-criteria decision-making into a new integrated way to reduce the cognitive difference between users and designers, so as to solve the problem of cognitive asymmetry. This was done firstly by obtaining the review data of products from users on the Internet, based on a web crawler, and then constructing word vectors based on natural language processing techniques to realize the parametric expression of the Kansei image. Secondly, by using a statistical method to extract the product scheme that meets the preferences of users and designers, and then quantifying the relationship between the product form and Kansei image based on a grey relational analysis (GRA).","Page 1, Abstract section. The reference text appears verbatim starting from 'this paper proposes a product evaluation method that combines natural language processing techniques and fuzzy multi-criteria decision-making...' and continues through the description of the GRA methodology.",2025-11-07T17:21:06.095315
146,146_Deep learning-based surrogate modeling via physics-informed artificial image (PiAI) for strongly coupled multidisciplinary engineering systems,"AI Assistance Types (Lee and Kim, 2025)",The proposed framework's efficacy and applicability are addressed in practical engineering design ap...,Y,9-13,45,FUZZY,PARAPHRASE,The proposed framework's efficacy and applicability are addressed in practical engineering design applications: a cantilever beam and a stretchable strain sensor. This research develops a CNNs-based DSM to predict surface current density at the resonance frequency under the thickness uncertainty and structural deformation. DSM effectively estimated the stress distribution without repeated FEA simulations.,"Second sentence found on page 10: 'this research develops a CNNs-based DSM to predict surface current density at the resonance frequency under the thickness uncertainty and structural deformation' matches exactly. However, first sentence about framework efficacy is not in this excerpt, and third sentence incorrectly states 'stress distribution' when the paper discusses 'surface current density' prediction for the stretchable sensor application.",2025-11-07T17:21:11.416411
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,Data Modality,"For video dataset HMDB, key frames or video fragments are extracted. For the image dataset CK+, the ...",Y,9-13,100,EXACT,NONE,"For video dataset HMDB, key frames or video fragments are extracted. For the image dataset CK+, the image file is loaded directly.","Page 11, Parameterization section - found in paragraph discussing data processing from HMDB and CK+ datasets",2025-11-07T17:21:17.954617
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,Design Phase,the concept generation and evaluation of a product design are two key steps to obtain the optimal de...,Y,1-5,98,FUZZY,OCR_ERROR,"the concept generation and evaluation of a product design are two key steps to obtain the optimal design result in the product design stage, where the former could generate possible design concepts and the latter could determine the final selection of candidate design schemes","Page 2, middle section. Found in paragraph discussing product design stages. Text matches exactly except for minor OCR spacing issues: 'optimaldesignresultintheproductdesignstage' appears as concatenated words instead of properly spaced.",2025-11-07T17:21:20.196037
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,AI methods,"Word2Vec, as a more prominent method, was first developed by Google's Tomas Mikolov et al. [63]. It ...",Y,5-9,95,FUZZY,OCR_ERROR,"Word2Vec, as a more prominent method, was first developed by Google's Tomas Mikolov et al. [63]. It was proposed in 2013 by using the middle layer parameters of the model to convert natural language vocabulary from the one-hot form into a word vector model represented by a fixed-length dense vector. The semantic logical relationship between words can be reflected by the correlation between word vectors. Essentially, this model is a word prediction model based on the core algorithm of a neural network (Figure 2).","Found on Page 7. Text matches word-for-word but has OCR spacing issues (missing spaces between words like 'Amongthem,Word2Vec,asamoreprominentmethod' and 'usingthemiddlelayerparameters'). All content, citations, and structure are preserved.",2025-11-07T17:21:28.438244
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,Design Practice/Task,"the design team need to consider various factors from customer needs, technical attributes and desig...",Y,1-5,98,FUZZY,NONE,"the design team need to consider various factors from customer needs, technical attributes and design constraints, and then develop appropriate evaluation models to determine the priority ranking of the candidate design options. As a gatekeeper, the impact of design concept evaluation on the novelty, feasibility and quality of the final product is extremely important. In essence, the product innovation design scheme is a typical multi-attribute comprehensive decision-making problem (MCDM), which is essentially a multi-objective, multi-level, and uncertain complex decision-making process.","Found in Page 2, spanning three consecutive sentences in the introduction section discussing design concept evaluation and MCDM",2025-11-07T17:21:30.852746
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,Design Discipline,design-focused dataset obtained from transcripts of experts engaged in engineering design problem so...,Y,1-4,100,EXACT,NONE,"design-focused dataset obtained from transcripts of experts engaged in engineering design problem solving (unavailable publicly). Based on the results from these models, we propose the necessary improvements on models and training datasets that must be resolved in order to achieve usable and reliable collaborative text/voice systems that fall in this class of AI systems.","Found in Page 1, abstract section. Text appears verbatim with only minor line-break formatting differences (e.g., 'unavail ablepublicly' instead of 'unavailable publicly' due to PDF line breaks).",2025-11-07T17:21:31.852910
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,Design Discipline,help industrial designers and manufacturers re-evaluate their product design to improve consumer sat...,Y,5-9,70,FUZZY,NONE,help industrial designers and manufacturers re-evaluate their product design to improve consumer satisfaction. Product designers need to fully understand consumers' emotional preferences and responses for product forms to improve products. this research proposes a product form design decision-making method driven by user Kansei images based on natural language processing and grey theory.,"Last sentence found exactly on page 6: 'this research proposes a product form design decision-making method driven by user Kansei images based on natural language processing and grey theory.' First two sentences about industrial designers and emotional preferences not found in pages 5-9, likely located on earlier pages not included in excerpt.",2025-11-07T17:21:34.063068
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,Data Modality,We set out to develop a phrase/sentence generator trained on Ubuntu community support dataset (opens...,Y,1-4,98,FUZZY,OCR_ERROR,"We set out to develop a phrase/sentence generator trained on Ubuntu community support dataset (opensource), which yielded poor results. We then implemented a sentence generator trained on a transcript of design sessions involving practicing engineering designers working on a defined task.","Page 1, Section 3.1 Voice/textassistantdata - exact content match but with OCR spacing errors (missing spaces between words like 'Ubuntucommunitysupportdataset', 'whichyielded', 'poorresults', 'Wethenimplementedasentencegeneratortrained')",2025-11-07T17:21:38.881667
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,Data About,We trained a language model comprising between 1 to 3 Long Short Term Memory (LSTM) layers (with ∼12...,Y,1-4,85,SEMANTIC,PARAPHRASE,We trained a language model comprising between 1 to 3 Long Short Term Memory (LSTM) layers (with ∼123K parameters) shown in 32 below using Ubuntu community tech support chat data. We then implemented a sentence generator trained on a transcript of design sessions involving practicing engineering designers working on a defined task.,"The reference text combines two separate passages: first sentence from Page 2 (section 3.2 Methods), second sentence from Page 1 (section 3.1). Both sentences exist with matching content but appear in different sections, not as a continuous quote.",2025-11-07T17:21:43.055893
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,AI methods,We applied the LSTM [5] hidden layers in the machine learning model because of their ability to deal...,Y,1-4,95,FUZZY,OCR_ERROR,We applied the LSTM [5] hidden layers in the machine learning model because of their ability to deal with long time-dependencies.,Found at bottom of Page 2 in section 3.2 Methods. Text matches exactly except for OCR spacing errors: 'WeappliedtheLSTM[5]hiddenlayersinthemachinelearning modelbecauseoftheirabilitytodealwithlongtime-dependencies.',2025-11-07T17:21:52.764804
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,Design Phase,"we demonstrate a way to develop a class of AI systems, the Disruptive Interjector (DI), which observ...",Y,1-4,98,FUZZY,OCR_ERROR,"we demonstrate a way to develop a class of AI systems, the Disruptive Interjector (DI), which observe what a human is doing, then interject with suggestions that aid in ideageneration or problem solving in a human-AI (H-AI) team","Page 1, ABSTRACT section, lines 2-6. Text matches exactly but with OCR spacing issues: 'wedemonstrateawaytodevelopaclassof AIsystems,theDisruptiveInterjector(DI),whichobservewhata humanisdoing,theninterjectwithsuggestionsthataidinideagen-erationorproblemsolvinginahuman-AI(H-AI)team'",2025-11-07T17:21:53.309255
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,"AI Assistance Types (Lee and Kim, 2025)","observe what a human is doing, then interject with suggestions that aid in ideageneration or problem...",Y,1-4,100,EXACT,NONE,"observe what a human is doing, then interject with suggestions that aid in ideageneration or problem solving in a human-AI (H-AI) team; something that goes beyond current creativity support systems by replacing a human-human (H-H) team with a H-AI one. The proposed DI is distinct from tutors, chatbots, recommenders and other similar systems since they seek to diverge from a solution (rather than converge towards one) by encouraging consideration of other possibilities.","Page 1, ABSTRACT section - text matches exactly with minor spacing issues from PDF extraction (e.g., 'whichobserve' vs 'which observe', 'ideagen-eration' hyphenated across lines)",2025-11-07T17:21:54.916686
182,182_Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive TextVoice Artificial Intelligence (AI) Agent,Design Practice/Task,Our work extends beyond this concept of keywords by replacing a human collaborator with an AI that d...,Y,1-4,100,EXACT,NONE,"Our work extends beyond this concept of keywords by replacing a human collaborator with an AI that disruptively interjects with phrases or sentences to the human, which is closer to how humans talk to each other during collaborative idea generation.","Page 1, Section 2 (RELATED WORK), second paragraph. The text appears exactly as quoted, discussing how the work extends beyond the InspirationWall concept.",2025-11-07T17:21:55.141058
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,Data About,The authors examine Buick front view geometries for 13 thematic eras ranging from 1939 to 2002 plus ...,Y,1-5,100,EXACT,NONE,"The authors examine Buick front view geometries for 13 thematic eras ranging from 1939 to 2002 plus concept designs, and then extract the Buick grammar from them. This comprehensive grammar is validated reproducing existing Buick models, and then used as a creative exploratory tool to generate new designs.",Found at the beginning of Section 4 'Case study: The Buick Language' spanning pages 4-5. The text describes the McCormack et al. (2004) study on Buick front view geometries.,2025-11-07T17:22:01.769301
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,Design Discipline,This work constitutes a preliminary study to evaluate the possible ways in which product designers a...,Y,1-5,100,EXACT,NONE,"This work constitutes a preliminary study to evaluate the possible ways in which product designers and other practitioners may make use of these generative technologies to empower their shape exploring creative processes in conceptual design stages. This work contributes to the field of Computer Aided Conceptual Design by providing a comprehensive comparison of technical workflows between Shape Grammars as a generative paradigm for creativity and Text-to-Image generative models. Shape Grammars have been commonly used in computer-aided design (CAD), architecture, and urban planning to create designs and layouts following a set of predefined rules, but also in product design.","First sentence appears on Page 1 (introduction section). Second and third sentences appear on Page 2 (section 2.1). All three sentences are exact word-for-word matches, though separated by intervening text.",2025-11-07T17:22:05.743888
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,Design Phase,The goal is to determine to which extent AI models can reproduce or complement the performance of gr...,Y,1-5,100,EXACT,NONE,"The goal is to determine to which extent AI models can reproduce or complement the performance of grammar algorithms as creative support tools for shape exploration in conceptual product design. Workflows, advantages and limitations are identified through a comprehensive practical comparison example.","Found in the abstract section on page 1, third and fourth sentences",2025-11-07T17:22:08.090137
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,Data Modality,"Customer reviews are collected from the two most popular mainstream e-commerce websites (Taobao, Jin...",Y,9-13,95,FUZZY,NONE,"Customer reviews are collected from the two most popular mainstream e-commerce websites (Taobao, JingDong). Then, we searched for the smart capsule coffee machine that users prefer based on the most recent year's sales and the number of reviews as a test sample. In the review page, this study used the web crawler tool Jieba to capture the text content of the reviews... interviews between experts and designers were used to investigate the semantic space of related perceptual images corresponding to the samples, and 20 smart capsule coffee machine products samples were processed in A4 size, and the resolution was set to a uniform 100 dpi, and the background was removed to make the samples clear.","Found across Pages 11-12 in section 4.1. First part on page 11 describes collecting customer reviews from Taobao and JingDong. Middle part on page 12 mentions using Jieba web crawler tool. Final part on page 12 describes expert interviews and A4 size processing at 100 dpi with background removal. Minor OCR spacing errors present (e.g., 'internetcouldbecollected' instead of 'internet could be collected').",2025-11-07T17:22:09.752528
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,Data Modality,"Text-to-Image AI models (algorithms able to generate high quality images from text inputs), now enab...",Y,1-5,100,EXACT,NONE,"Text-to-Image AI models (algorithms able to generate high quality images from text inputs), now enabling a radical change and probably introducing a new paradigm which will affect all creative disciplines, including product design.","Page 3, Section 2.2, paragraph 1. The text appears in the context of discussing the development of AI generative models for visual arts and the public release of Text-to-Image AI models.",2025-11-07T17:22:11.486231
